# Time (s)	Generation (V)	PC (V)	PL (V)
8.249780663274270537e-03	-1.012701262133127306e-01	-1.049303462383297109e-01	-6.022415693194017594e-01
8.283119845586940991e-03	-9.699492994303668403e-02	-1.006477406215172538e-01	-5.770481576052951533e-01
8.316459027899642670e-03	-9.281927670336501124e-02	-9.641249042348570830e-02	-5.524774542343348083e-01
8.349798210212313124e-03	-8.869323390284673814e-02	-9.223103855932290873e-02	-5.281090588910182237e-01
8.383137392525014803e-03	-8.465094899144910701e-02	-8.819165296542182120e-02	-5.042177618688920004e-01
8.416476574837685257e-03	-8.077360269939833082e-02	-8.417159611017721588e-02	-4.806850134674807706e-01
8.449815757150386936e-03	-7.688433700812524751e-02	-8.031776645740688891e-02	-4.577376042532035338e-01
8.483154939463059124e-03	-7.305788973260578245e-02	-7.645974890358345211e-02	-4.351210390229444114e-01
8.516494121775762538e-03	-6.938639455909488551e-02	-7.268935498874511125e-02	-4.132689259206661081e-01
8.549833304088432992e-03	-6.582990541446114008e-02	-6.904363147509209875e-02	-3.922241102824024495e-01
8.583172486401134671e-03	-6.239228804824716729e-02	-6.549584026530136383e-02	-3.715971178505044770e-01
8.616511668713805125e-03	-5.906903242026564221e-02	-6.211073265690057049e-02	-3.512974256387320637e-01
8.649850851026506804e-03	-5.578089067462795037e-02	-5.880100715028186570e-02	-3.315653543453611629e-01
8.683190033339177258e-03	-5.255717807538598518e-02	-5.554379139695380524e-02	-3.127433448699623031e-01
8.716529215651878937e-03	-4.946167948298270389e-02	-5.234617260374279518e-02	-2.943014674353534033e-01
8.749868397964549391e-03	-4.646636821686299379e-02	-4.927612352595710926e-02	-2.764468617353366686e-01
8.783207580277251070e-03	-4.357253286047669399e-02	-4.633332201830265423e-02	-2.592845472640529780e-01
8.816546762589921524e-03	-4.089002511838249476e-02	-4.349843933573276089e-02	-2.431279718142528579e-01
8.849885944902623203e-03	-3.824746344681305421e-02	-4.084814616953050953e-02	-2.272255693553696387e-01
8.883225127215293657e-03	-3.568704894058966071e-02	-3.828225518889355472e-02	-2.120814979657618671e-01
8.916564309527995336e-03	-3.323874115583116962e-02	-3.576275319436367922e-02	-1.977308715246580972e-01
8.949903491840665790e-03	-3.098082151304065029e-02	-3.340206905679352772e-02	-1.842088039140664102e-01
8.983242674153367469e-03	-2.885691450449328482e-02	-3.122017581396676136e-02	-1.713423028669011638e-01
9.016581856466037923e-03	-2.683158409678581061e-02	-2.908660443283384023e-02	-1.593652461934998987e-01
9.049921038778739601e-03	-2.488679012748487573e-02	-2.711797167956845125e-02	-1.478098782713381243e-01
9.083260221091410055e-03	-2.259182371132049602e-02	-2.505205090374221580e-02	-1.337707665978868643e-01
